scheduler,K,seed,n,quorum,surplus,T,steps,timeouts,decisions,retries,max_ballot,reached_step_cap,safety
uniform-budget-delay,105,133,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,134,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,135,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,136,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,137,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,138,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,139,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,140,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,141,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,142,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,143,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,144,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,145,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,146,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,147,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,148,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,149,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,150,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,151,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,152,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,153,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,154,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,155,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,156,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,157,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,158,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,159,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,160,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,161,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,162,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,163,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,164,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,165,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,166,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,167,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,168,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,169,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,170,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,171,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,172,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,173,25,13,12,100,256,1,1,1,2,false,false
